aaron-krane,aaron-white,1,millions
aaron-krane,abraham-sultan,0,
aaron-krane,adam-caplan,1,CEO
aaron-krane,adam-harrell,0,
aaron-krane,adam-marcus,0,
aaron-krane,addie-conner,1,company
aaron-krane,aenor-sawyer,0,
aaron-krane,ajay-kulkarni,0,
aaron-krane,alan-spoon,0,
aaron-krane,alessandro-alinone,0,
aaron-krane,alex-odle,0,
aaron-krane,alex-smith-4,3,"CEO, company, time"
aaron-krane,alfonso-hooker,0,
aaron-krane,ali-rajabi-shomali,0,
aaron-krane,allyson-kelley,0,
aaron-krane,alvaro-zamacola,0,
aaron-krane,amit-chaudhary-2,0,
aaron-krane,amjad-masad,0,
aaron-krane,anand-henry,0,
aaron-krane,anders-frejo-jorgensen,0,
aaron-krane,andres-blank,0,
aaron-krane,andrew-brown-4,0,
aaron-krane,andrew-dudum,1,venture capital
aaron-krane,andrew-heyward,0,
aaron-krane,andrew-nutter,0,
aaron-krane,andrew-w-hobson,1,CEO
aaron-krane,andy-drish,0,
aaron-krane,andy-mai,0,
aaron-krane,andy-sparks,1,company
aaron-krane,angela-kim,1,company
aaron-krane,anthony-t-cheung,1,CEO
aaron-krane,april-pedersen,0,
aaron-krane,arimathia-otto,0,
aaron-krane,arron-shepherd,0,
aaron-krane,arun-stephens,1,CEO
aaron-krane,ashley-pearson,1,CEO
aaron-krane,ask-bjrn-hansen,0,
aaron-krane,atul-nimje,0,
aaron-krane,aviram-eisenberg,2,"CEO, company"
aaron-krane,baidi-li,0,
aaron-krane,barry-freel,0,
aaron-krane,ben-halstead-2,0,
aaron-krane,ben-neumann-2,1,CEO
aaron-krane,bijan-sabet-2,1,quot
aaron-krane,bill-draper,0,
aaron-krane,bill-lapcevic,0,
aaron-krane,billy-martyn,0,
aaron-krane,bob-orlando,0,
aaron-krane,bobbi-holte,0,
aaron-krane,brad-cicero,0,
aaron-krane,brad-pelo,2,"CEO, quot"
aaron-krane,brandon-doyle,0,
aaron-krane,brent-ramsby,0,
aaron-krane,brett-kopf,0,
aaron-krane,brian-baumgart,1,company
aaron-krane,brian-graves,0,
aaron-krane,brian-morfitt,0,
aaron-krane,brian-west,0,
aaron-krane,brodie-beta,0,
aaron-krane,bryan-ferren,1,CEO
aaron-krane,cameron-priest,1,CEO
aaron-krane,carmen-chang,0,
aaron-krane,catherine-chang,1,Silicon Valley
aaron-krane,cedric-deltheil,0,
aaron-krane,chad-conway,0,
aaron-krane,charles-b-ammann,0,
aaron-krane,charles-h-r-bracken,0,
aaron-krane,chau-nguyen,2,"CEO, time"
aaron-krane,chirag-bodar,0,
aaron-krane,chris-haslam,0,
aaron-krane,chris-nunes,0,
aaron-krane,chris-torrance,0,
aaron-krane,christine-m-mccarthy,0,
aaron-krane,christopher-doherty,0,
aaron-krane,christopher-stanley,0,
aaron-krane,ciprian-dobrescu,0,
aaron-krane,clipping-hq,0,
aaron-krane,colin-ball,0,
aaron-krane,colleen-e-harrison,0,
aaron-krane,corey-scurlock,1,time
aaron-krane,courtney-guertin,1,company
aaron-krane,cristopher-schaepe,0,
aaron-krane,damian-amajoyi,0,
aaron-krane,dan-dolan,0,
aaron-krane,dan-s-miller,0,
aaron-krane,daniel-alfon,0,
aaron-krane,daniel-nelson-4,1,CEO
aaron-krane,darlene-liebman,0,
aaron-krane,dave-frank,0,
aaron-krane,dave-maki,0,
aaron-krane,dave-sifry,2,"CEO, Technorati"
aaron-krane,david-bentley-hurley,0,
aaron-krane,david-jones-11,0,
aaron-krane,david-l-brown,0,
aaron-krane,david-luther,1,company
aaron-krane,david-prager,0,
aaron-krane,david-rourke,0,
aaron-krane,debu-purkayastha,2,"Google, Silicon Valley"
aaron-krane,dennis-howlett,0,
aaron-krane,dental-websites,0,
aaron-krane,dhanji-prasanna,0,
aaron-krane,diane-marcou,0,
aaron-krane,diego-oliva,0,
aaron-krane,dina-dublon,0,
aaron-krane,donn-davis,1,CEO
aaron-krane,doug-treco,1,CEO
aaron-krane,dr-lauren-silverman,0,
aaron-krane,dr-ray-woods,1,time
aaron-krane,dr-vaduvur-bharghavan,0,
aaron-krane,drew-massie,0,
aaron-krane,duncan-angove-2,0,
aaron-krane,eddie-lee,0,
aaron-krane,edouard-seynaeve,0,
aaron-krane,eimear-mccormack,0,
aaron-krane,elliott-brown,0,
aaron-krane,emil-ovemar,0,
aaron-krane,eneko-knorr,1,CEO
aaron-krane,eran-lobl,1,company
aaron-krane,erik-gustavson,0,
aaron-krane,erin-bury,0,
aaron-krane,errol-halperin,0,
aaron-krane,ethan-lowry,0,
aaron-krane,external-battery,0,
aaron-krane,frank-barbieri,1,company
aaron-krane,frank-langston,1,time
aaron-krane,fredo-defrance,0,
aaron-krane,g-d-ramkumar,1,CEO
aaron-krane,garrett-thornburg,0,
aaron-krane,gaurav-jain,1,CEO
aaron-krane,general-manager,0,
aaron-krane,geoffrey-bessin,0,
aaron-krane,george-lynch,0,
aaron-krane,gerard-cunningham,1,CEO
aaron-krane,gideon-stein,1,CEO
aaron-krane,giorgos-zacharia,0,
aaron-krane,glitter-tattoo-kits,0,
aaron-krane,gordon-handelsman,0,
aaron-krane,greg-jackson-3,0,
aaron-krane,greg-peters-3,0,
aaron-krane,greg-wimmer,0,
aaron-krane,gretchen-baisa,0,
aaron-krane,guri-singh,0,
aaron-krane,guy-g-levy,0,
aaron-krane,h-james-dallas,0,
aaron-krane,hansie-koch,1,time
aaron-krane,harley-blettner,0,
aaron-krane,heinz-roggenkemper,0,
aaron-krane,hiraash-thawfeek,0,
aaron-krane,howard-field,1,company
aaron-krane,hunter-jensen,1,CEO
aaron-krane,ian-black,0,
aaron-krane,igor-barinboim,0,
aaron-krane,ismail-kola,0,
aaron-krane,j-p-errico,2,"CEO, company"
aaron-krane,jack-comeau,1,quot
aaron-krane,jacqueline-reses,1,Yahoo
aaron-krane,jake-ryan,1,CEO
aaron-krane,james-m-trimble,1,CEO
aaron-krane,james-page,1,company
aaron-krane,janne-tanninen,0,
aaron-krane,jared-weinstein-2,0,
aaron-krane,jason-hurt,0,
aaron-krane,javier-lopez,0,
aaron-krane,jay-ganaden,1,Silicon Valley
aaron-krane,jay-radia,0,
aaron-krane,jays-finnecy,0,
aaron-krane,jeff-t-swenson,0,
aaron-krane,jeffrey-m-mann,0,
aaron-krane,jennifer-rector,0,
aaron-krane,jeremy-richardson,0,
aaron-krane,jessica-lee-2,0,
aaron-krane,jim-paulson,0,
aaron-krane,jin-kim,0,
aaron-krane,joakim-achren,0,
aaron-krane,joe-gruca,0,
aaron-krane,joel-lefkovitz,0,
aaron-krane,john-eden,0,
aaron-krane,john-gage,0,
aaron-krane,john-jellinek,0,
aaron-krane,john-ledoux,0,
aaron-krane,john-peterson,0,
aaron-krane,john-wolpert,0,
aaron-krane,jon-aguirre,0,
aaron-krane,jonah-jones,1,Google
aaron-krane,jonathan-glass,0,
aaron-krane,jonathan-sackheim,0,
aaron-krane,jos-cayasso,0,
aaron-krane,joseph-matteo,1,company
aaron-krane,joseph-yossi-deutsch,0,
aaron-krane,julie-greenhouse,1,Yahoo
aaron-krane,jussi-palmroth,1,company
aaron-krane,justin-halloran,0,
aaron-krane,justin-raddatz,0,
aaron-krane,k-b-chandrasekhar,0,
aaron-krane,kassia-shishkoff,0,
aaron-krane,katherine-covellone,0,
aaron-krane,kathy-mclaughlin,1,time
aaron-krane,kelli-richards,1,CEO
aaron-krane,kelsey-schwenk,0,
aaron-krane,ken-schneider,0,
aaron-krane,kenneth-berger,0,
aaron-krane,kevin-casey,0,
aaron-krane,kevin-gabelein,0,
aaron-krane,kevin-moore-2,0,
aaron-krane,kimberley-kasper,1,company
aaron-krane,kiril-savino,0,
aaron-krane,kostas-staikos,0,
aaron-krane,krishna-k-gupta,1,time
aaron-krane,kuangwei-hwang,0,
aaron-krane,lance-greggain,1,CEO
aaron-krane,larry-brilliant,0,
aaron-krane,lawrence-merritt,2,"Yahoo, company"
aaron-krane,lee-zhou,1,quot
aaron-krane,leslie-a-shipley,1,company
aaron-krane,lex-bayer,1,CEO
aaron-krane,lior-sion,0,
aaron-krane,lisa-pavey,0,
aaron-krane,luca-pulira,0,
aaron-krane,luis-von-ahn,1,Google
aaron-krane,magid-abraham,1,CEO
aaron-krane,manuel-maqueda,1,Silicon Valley
aaron-krane,marco-oriano,0,
aaron-krane,marcus-lindstrm,1,company
aaron-krane,mark-cooper-2,1,CEO
aaron-krane,mark-gurman-2,0,
aaron-krane,mark-norman,0,
aaron-krane,mark-verstegen,0,
aaron-krane,marta-gimeno,0,
aaron-krane,martin-duval,1,company
aaron-krane,martin-lorentzon,0,
aaron-krane,matt-munson,1,CEO
aaron-krane,matt-singer,1,users
aaron-krane,mattan-griffel,2,"CEO, quot"
aaron-krane,matthew-cottingham,0,
aaron-krane,matthew-pangborn,0,
aaron-krane,matthew-w-emmens,1,CEO
aaron-krane,meishar-meiri,0,
aaron-krane,merrick-furst,2,"CEO, founders"
aaron-krane,michael-caranfa,0,
aaron-krane,michael-d-taylor,1,CEO
aaron-krane,michael-gile,2,"CEO, company"
aaron-krane,michael-hirschbrich,1,CEO
aaron-krane,michael-jelacic,0,
aaron-krane,michael-l-canning,1,CEO
aaron-krane,michael-m-campbell,0,
aaron-krane,michael-reinicke,0,
aaron-krane,michael-szabados,0,
aaron-krane,michal-grzegorczyk,0,
aaron-krane,miguel-de-buf,0,
aaron-krane,mikael-ylinen,0,
aaron-krane,mike-cartwright,0,
aaron-krane,mike-riemer-2,0,
aaron-krane,mike-zafirovski,1,CEO
aaron-krane,minh-q-tran,1,company
aaron-krane,mitch-davis,1,CEO
aaron-krane,mohammed-hisamuddin,0,
aaron-krane,mr-kenneth-galbraith,0,
aaron-krane,ms-surekha-shetty,0,
aaron-krane,nagendra-sirola,0,
aaron-krane,nancy-schoendorf,0,
aaron-krane,nathan-herald,2,"company, users"
aaron-krane,nathaniel-landau,1,company
aaron-krane,neal-cohen,0,
aaron-krane,neng-bing-doh,0,
aaron-krane,nick-stoumpas,0,
aaron-krane,nicolaj-b-mllertz,1,company
aaron-krane,nigel-brown,1,time
